GeneName	ProteinName	UniprotID	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 1810026J23Rik 	 uncharacterized protein C19orf52 homolog 	 Q8BGX2 	21.61	113967.1	7	3	19.92	266
 Plcb2 	" 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 "	 A3KGF7 	34.69	114016.5	8	7	8.38	1181
 Mrpl40 	" 39S ribosomal protein L40, mitochondrial precursor "	 Q9Z2Q5 	18.76	114038.9	8	3	20.87	206
 Pgrmc2 	 membrane-associated progesterone receptor component 2 	 Q80UU9 	22.04	114176.5	8	3	24.42	217
 Mtr 	 methionine synthase 	 A6H5Y3 	11.23	114312.5	8	7	6.94	1253
 Ppp5c 	 serine/threonine-protein phosphatase 5 	 Q60676 	36.86	114393.6	7	5	14.63	499
 Ube3a 	 ubiquitin-protein ligase E3A isoform 2 	 O08759 	33.32	114508.6	7	5	8.39	870
 Ndufc2 	 NADH dehydrogenase 	 Q9CQ54 	24.04	114520.4	6	3	25.83	120
 Fhod1 	 FH1/FH2 domain-containing protein 1 	 Q6P9Q4 	13.12	114630.2	7	5	6.02	1197
 Apool 	 MICOS complex subunit Mic27 isoform 1 precursor 	 Q78IK4 	32.96	114708.7	7	6	26.41	265
 Xrcc6 	 X-ray repair cross-complementing protein 6 	 P23475 	24.43	114766.6	10	6	11.18	608
 Arfgap2 	 ADP-ribosylation factor GTPase-activating protein 2 isoform 1 	 Q99K28 	39.4	114785.1	5	5	12.92	534
 Trnt1 	" CCA tRNA nucleotidyltransferase 1, mitochondrial isoform a "	 Q8K1J6 	22.6	114834.6	6	5	15.44	434
 Chtop 	 chromatin target of PRMT1 protein isoform 1 	 Q9CY57 	30.33	114894	6	3	18.47	249
 Creg1 	 protein CREG1 precursor 	 O88668 	15.88	114957.5	4	2	13.18	220
 Slc25a12 	 calcium-binding mitochondrial carrier protein Aralar1 	 Q8BH59 	33.65	114973.9	6	5	14.18	677
 Atp1a3 	 sodium/potassium-transporting ATPase subunit alpha-3 	 Q6PIC6 	11.95	115050.6	5	5	5.92	1013
 Hist2h2ab 	 histone H2A type 2-B 	 Q64522 	5.61	115185.7	7	2	10.77	130
 Mrps23 	" 28S ribosomal protein S23, mitochondrial isoform a "	 Q8VE22 	27.34	115276.2	6	6	38.42	177
 Coro1b 	 coronin-1B 	 Q9WUM3 	24.91	115352.7	6	4	13.64	484
 Pik3r4 	 phosphoinositide 3-kinase regulatory subunit 4 	 Q8VD65 	7.26	115454.7	6	5	3.68	1358
 Rac1 	 ras-related C3 botulinum toxin substrate 1 precursor 	 P63001 	18.88	115584.5	4	3	19.27	192
 Agfg1 	 PREDICTED: arf-GAP domain and FG repeat-containing protein 1 	 Q8K2K6 	39.7	115687.3	8	5	16.22	561
 Ppp2r5a 	 serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit 	 Q6PD03 	19.87	116111	9	4	10.08	486
 Cpox 	" oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial "	 P36552 	34.08	116180.8	10	7	22.12	443
 Ppih 	 peptidyl-prolyl cis-trans isomerase H isoform 2 	 Q9D868 	19.02	116212	10	5	29.79	188
 Basp1 	 brain acid soluble protein 1 	 Q91XV3 	31.49	116267.5	14	4	44.25	226
 Sdad1 	 protein SDA1 homolog 	 Q80UZ2 	11.06	116276.8	8	4	6.55	687
 Coq5 	" 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial "	 Q9CXI0 	32.86	116287.6	7	6	21.1	327
 Exosc8 	 exosome complex component RRP43 isoform 2 	 Q9D753 	39.79	116361.4	6	5	25	276
 Trip11 	 thyroid receptor-interacting protein 11 	 E9Q512 	8.34	116438.6	10	9	5.57	1976
 Wdr74 	 WD repeat-containing protein 74 	 Q8VCG3 	24.35	116512.8	5	4	15.1	384
 Ppil3 	 peptidyl-prolyl cis-trans isomerase-like 3 isoform 1 	 Q9D6L8 	23.32	116546.4	8	4	34.16	161
 Ptgr1 	 prostaglandin reductase 1 	 Q91YR9 	17.24	116556	6	4	15.2	329
 Pafah1b2 	 platelet-activating factor acetylhydrolase IB subunit beta 	 Q61206 	26.83	116751.5	10	5	31.88	229
 Sec16a 	 PREDICTED: protein transport protein Sec16A isoform X2 	 A2AIX1 	25.23	116760.6	12	8	5.3	2377
 Coq4 	" ubiquinone biosynthesis protein COQ4 homolog, mitochondrial "	 Q8BGB8 	13.35	116763.6	6	3	13.16	266
 Nedd1 	 protein NEDD1 	 P33215 	28.83	116900.1	6	4	10.91	660
 Mettl7a1 	 PREDICTED: methyltransferase-like protein 7A isoform X3 	 nan 	29.89	116979	4	4	25.63	199
 Rab3gap2 	 rab3 GTPase-activating protein non-catalytic subunit 	 Q8BMG7 	10.27	117000	7	5	3.32	1387
 Cebpz 	 CCAAT/enhancer-binding protein zeta 	 P53569 	33.17	117098.8	12	10	11.98	1052
 Prpf38b 	 pre-mRNA-splicing factor 38B 	 Q80SY5 	8.62	117156.5	7	5	10.89	542
 Csnk2a2 	 casein kinase II subunit alpha' 	 O54833 	31.93	117204	9	6	21.14	350
 Cnpy3 	 protein canopy homolog 3 isoform 1 precursor 	 Q9DAU1 	15.01	117241.9	5	3	14.49	276
 Bri3bp 	 BRI3-binding protein precursor 	 Q8BXV2 	15.36	117362	8	4	16.21	253
 Racgap1 	 rac GTPase-activating protein 1 	 Q9WVM1 	11.77	117362.8	6	5	8.76	628
 Pbx1 	 PREDICTED: pre-B-cell leukemia transcription factor 1 isoform X2 	 nan 	28.03	117420.4	4	2	10.84	406
 Trim25 	 E3 ubiquitin/ISG15 ligase TRIM25 	 Q61510 	20.85	117437.9	7	6	12.78	634
 Dlg1 	 disks large homolog 1 isoform 5 	 D3Z3B8 	24.26	117592.5	8	7	10.91	834
 Cyfip1 	 cytoplasmic FMR1-interacting protein 1 isoform a 	 Q7TMB8 	17.33	117729.4	7	4	3.99	1253
 Gps1 	 COP9 signalosome complex subunit 1 isoform 1 	 G3UXW9 	25.17	117733.2	8	6	19.01	526
 Rab8b 	 ras-related protein Rab-8B 	 P61028 	12.85	117934	6	3	14.01	207
 Phf5a 	 PHD finger-like domain-containing protein 5A 	 P83870 	17.62	117975.6	9	6	48.18	110
 Nol6 	 nucleolar protein 6 	 Q8R5K4 	28.38	117977	11	9	8.94	1152
 Asl 	 argininosuccinate lyase 	 Q91YI0 	17.7	118028.6	7	5	10.56	464
 Pik3r1 	 phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2 	 P26450 	23.39	118030.1	5	4	9.81	724
 Cep131 	 PREDICTED: centrosomal protein of 131 kDa isoform X1 	 Q62036 	21.26	118094.7	9	5	6.13	1060
 Kif15 	 kinesin-like protein KIF15 	 Q6P9L6 	34.07	118136.1	9	9	8.87	1387
 Pole 	 DNA polymerase epsilon catalytic subunit A 	 Q9WVF7 	32.87	118233.1	12	9	4.47	2283
 Esyt2 	 extended synaptotagmin-2 	 Q3TZZ7 	30.84	118270.7	6	4	6.98	845
 Ncbp3 	 nuclear cap-binding protein subunit 3 	 Q8BZR9 	19.47	118304.7	8	6	10.24	615
 Mapk3 	 mitogen-activated protein kinase 3 	 Q63844 	23.04	118369.3	8	5	12.37	380
 Incenp 	 PREDICTED: inner centromere protein isoform X5 	 Q9WU62 	26.82	118401.4	8	5	7.27	880
 Pgm2l1 	" glucose 1,6-bisphosphate synthase "	 Q8CAA7 	4.83	118431.3	6	4	8.05	621
 Ssr1 	 translocon-associated protein subunit alpha precursor 	 Q9CY50 	21.07	118589.1	6	3	11.89	286
 Nit1 	 nitrilase homolog 1 isoform 1 	 Q8VDK1 	13.66	118647.3	6	3	13	323
 Cpt1a 	" carnitine O-palmitoyltransferase 1, liver isoform "	 P97742 	38.58	118755	9	7	15.52	773
 Crk 	 adapter molecule crk isoform 2 	 Q64010 	36.71	118806	8	5	25.66	304
 Fam114a2 	 PREDICTED: protein FAM114A2 isoform X3 	 nan 	27.2	118842.8	10	8	20.4	505
 Rnf113a2 	 ring finger protein 113A2 	 Q14B01 	20.95	118917.8	8	5	21.07	337
 Ptrh2 	" peptidyl-tRNA hydrolase 2, mitochondrial isoform a "	 Q8R2Y8 	23.05	119086.8	8	3	24.73	182
 Prps1 	 ribose-phosphate pyrophosphokinase 1 	 Q9D7G0 	24.79	119228.3	10	5	22.64	318
 Ddx47 	 probable ATP-dependent RNA helicase DDX47 	 Q9CWX9 	25.16	119347.6	7	5	11.43	455
 Ube2l3 	 ubiquitin-conjugating enzyme E2 L3 	 P68037 	23.58	119362.5	10	4	41.56	154
 Zfp512 	 zinc finger protein 512 	 Q69Z99 	24.25	119744.2	6	3	9.61	562
 Smc6 	 structural maintenance of chromosomes protein 6 isoform 1 	 Q924W5 	29.52	119877.1	8	5	6.47	1097
 Rida 	 ribonuclease UK114 	 P52760 	28.52	119911.2	6	4	41.48	135
 Sord 	 sorbitol dehydrogenase 	 Q64442 	39.27	120112.3	6	6	20.17	357
 Pura 	 transcriptional activator protein Pur-alpha 	 P42669 	31.63	120365.3	12	6	30.53	321
 Sgta 	 PREDICTED: small glutamine-rich tetratricopeptide repeat-containing 	 Q8BJU0 	29.02	120427.6	8	5	19.75	314
 Scyl1 	 N-terminal kinase-like protein 	 Q9EQC5 	18.74	120712	5	4	6.45	806
 Trim33 	 E3 ubiquitin-protein ligase TRIM33 isoform 1 	 Q99PP7 	24.77	120846.8	5	5	4.82	1140
 Twf2 	 twinfilin-2 	 Q9Z0P5 	12.08	120852.2	8	3	10.6	349
 Camk2d 	 calcium/calmodulin-dependent protein kinase type II subunit delta 	 Q6PHZ2 	36.49	120920.6	8	5	13.48	512
 Cenpv 	 centromere protein V 	 Q9CXS4 	27.43	120963.2	6	5	32.14	252
 Smu1 	 WD40 repeat-containing protein SMU1 	 Q3UKJ7 	24.09	120999	7	5	16.57	513
 Snrpg 	 small nuclear ribonucleoprotein G 	 P62309 	21.28	121002.8	7	4	36.84	76
 Phf10 	 PREDICTED: PHD finger protein 10 isoform X1 	 nan 	30.72	121220.2	9	5	11.11	594
 Atp6v1a 	 V-type proton ATPase catalytic subunit A 	 P50516 	27.76	121254.8	9	5	11.67	617
 Ppip5k2 	 inositol hexakisphosphate and diphosphoinositol-pentakisphosphate 	 Q6ZQB6 	19.39	121392.8	9	2	2.83	1129
 Ldhb 	 L-lactate dehydrogenase B chain isoform Ldhbx 	 P16125 	29.6	121472.5	9	6	20.23	341
 Cpped1 	 serine/threonine-protein phosphatase CPPED1 	 Q8BFS6 	45.51	121532.6	8	6	29.49	312
 Ankrd10 	 ankyrin repeat domain-containing protein 10 isoform 1 	 Q99LW0 	31.78	121707.7	7	4	13.73	415
 Gm44504 	 ubiquitin-like protein 4A 	 P21126 	22.71	121730.1	6	5	36.31	157
 Tmsb10 	 thymosin beta-10 	 Q6ZWY8 	7.02	121732.9	3	2	61.36	44
 Tpx2 	 targeting protein for Xklp2 	 A2APB8 	23.92	121766.2	9	5	8.86	745
 Smg6 	 telomerase-binding protein EST1A 	 P61406 	13.91	121769.8	6	6	5.64	1418
 Rrp7a 	 ribosomal RNA-processing protein 7 homolog A 	 Q9D1C9 	34.18	121911.3	9	7	33.93	280
 Ndufa8 	 NADH dehydrogenase 	 Q9DCJ5 	29.19	122186.9	7	4	21.51	172
 Wdr82 	 WD repeat-containing protein 82 	 Q8BFQ4 	17.78	122258.3	7	4	16.61	313
 Lactb2 	 beta-lactamase-like protein 2 	 Q99KR3 	6.99	122295	5	2	10.07	288
 Ly9 	 T-lymphocyte surface antigen Ly-9 isoform 1 precursor 	 Q01965 	22.21	122304.8	5	4	8.26	654
 Palm 	 paralemmin-1 isoform 1 	 Q9Z0P4 	24.44	122353.6	5	2	8.36	383
 Gnl3l 	 guanine nucleotide-binding protein-like 3-like protein 	 Q6PGG6 	16.99	122363.1	7	5	13.52	577
 Rpl34 	 60S ribosomal protein L34 	 Q9D1R9 	9.16	122617.3	5	3	21.37	117
 Zc3h13 	 PREDICTED: zinc finger CCCH domain-containing protein 13 isoform X1 	 A0A2I3BPQ5 	24.34	122758.1	10	7	4.51	1730
 Dad1 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 	 P61804 	13.41	122795.4	3	2	19.47	113
 Pip4k2c 	 phosphatidylinositol 5-phosphate 4-kinase type-2 gamma 	 Q91XU3 	16.8	122815.8	6	3	9.26	421
 Prcp 	 lysosomal Pro-X carboxypeptidase precursor 	 Q7TMR0 	23.26	122816.5	9	4	11	491
 Cmss1 	 protein CMSS1 	 Q9CZT6 	21.57	122854.1	8	4	19.2	276
 Aldh7a1 	 alpha-aminoadipic semialdehyde dehydrogenase isoform a 	 Q9DBF1 	22.46	122861.5	10	3	8.16	539
 Ctsb 	 cathepsin B preproprotein 	 P10605 	23.86	122954.8	6	5	22.12	339
 Iws1 	 protein IWS1 homolog 	 Q8C1D8 	31.52	123147.2	4	4	7.18	766
 Ddx52 	 probable ATP-dependent RNA helicase DDX52 	 Q8K301 	13	123175.4	5	4	9.53	598
 Ndufa13 	 NADH dehydrogenase 	 Q9ERS2 	21.73	123238	6	4	29.86	144
 Ube2e3 	 ubiquitin-conjugating enzyme E2 E3 	 P52483 	14.28	123245.9	11	4	21.26	207
 Ndufb6 	 NADH dehydrogenase 	 Q3UIU2 	9.77	123277.4	10	3	32.81	128
 Cops8 	 COP9 signalosome complex subunit 8 	 Q8VBV7 	28.63	123456.1	6	3	23.92	209
 Denr 	 density-regulated protein 	 Q9CQJ6 	36.74	123545.7	8	4	25.76	198
 Ptpn7 	 tyrosine-protein phosphatase non-receptor type 7 	 Q8BUM3 	21.19	123624.9	7	3	11.98	359
 Irgm1 	 immunity-related GTPase family M protein 1 	 Q60766 	22.28	123749.8	9	6	15.4	409
 Cltb 	 clathrin light chain B 	 Q6IRU5 	17.6	123854.5	6	4	18.01	211
 Zfp143 	 PREDICTED: zinc finger protein 143 isoform X3 	 O70230 	9.88	123933.9	6	3	9.4	638
 Uba7 	 ubiquitin-like modifier-activating enzyme 7 	 Q9DBK7 	36.59	124079.1	6	5	8.29	977
 Polr1d 	 DNA-directed RNA polymerases I and III subunit RPAC2 isoform 1 	 P97304 	24.77	124079.7	10	4	42.1	133
 Cdk9 	 cyclin-dependent kinase 9 	 Q99J95 	26.46	124107.5	8	4	10.48	372
 Pmf1 	 polyamine-modulated factor 1 isoform 1 	 Q9CPV5 	21.43	124134	8	4	19.8	202
 Mrps36 	" 28S ribosomal protein S36, mitochondrial isoform 1 "	 Q9CQX8 	23.35	124187	3	2	44.12	102
 Ntng2 	 netrin-G2 isoform b precursor 	 Q8R4F1 	1.87	124255.5	4	1	1.7	589
 Fahd1 	" acylpyruvase FAHD1, mitochondrial "	 Q8R0F8 	24.63	124398	8	3	19.38	227
 Abcb10 	" ATP-binding cassette sub-family B member 10, mitochondrial "	 Q9JI39 	4.26	124504.3	4	4	6.43	715
 Mdp1 	 magnesium-dependent phosphatase 1 	 Q9D967 	38.78	124515.9	5	4	39.02	164
 Arfgef2 	 brefeldin A-inhibited guanine nucleotide-exchange protein 2 	 A2A5R2 	25.77	124569	7	6	4.58	1792
 Mtch2 	 mitochondrial carrier homolog 2 isoform 1x 	 Q791V5 	20.84	124587.1	5	3	13.06	314
 Nol10 	 nucleolar protein 10 	 Q5RJG1 	30.94	124612.7	6	4	7.86	687
 Mina 	 bifunctional lysine-specific demethylase and histidyl-hydroxylase 	 Q8CD15 	22.09	124668.3	10	3	8.39	465
 Cit 	 PREDICTED: citron Rho-interacting kinase isoform X26 	 P49025 	5.49	124669.4	6	5	3.44	1597
 Prkar2a 	 cAMP-dependent protein kinase type II-alpha regulatory subunit 	 Q8K1M3 	20.71	124825.6	6	5	16.42	402
 Gabpa 	 GA-binding protein alpha chain 	 Q00422 	25.57	124828.5	8	6	18.5	454
 Rrp9 	 U3 small nucleolar RNA-interacting protein 2 	 Q91WM3 	11.62	124876.6	7	5	10.95	475
 Suz12 	 polycomb protein Suz12 isoform 1 	 Q80U70 	36.48	124960.9	10	6	10.39	741
 Unc13d 	 PREDICTED: protein unc-13 homolog D isoform X1 	 B2RUP2 	24.32	125020.1	6	4	4.24	1085
 Yy1 	 transcriptional repressor protein YY1 	 Q00899 	22.16	125037.5	9	6	13.77	414
 Rasa4 	 ras GTPase-activating protein 4 isoform 2 	 Q6PFQ7 	6.42	125040.4	5	2	4.23	756
 Gpkow 	 G patch domain and KOW motifs-containing protein 	 Q56A08 	24.74	125294	8	3	7.79	488
 Utp3 	 something about silencing protein 10 	 Q9JI13 	33.29	125315	8	6	19.83	469
 Wrnip1 	 ATPase WRNIP1 	 Q91XU0 	12.82	125395.6	8	6	12.73	660
 Cmtr1 	 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 	 Q9DBC3 	23.85	125858	8	5	7.41	837
 C030006K11Rik 	 UPF0598 protein C8orf82 homolog isoform 1 	 Q8VE95 	20.91	125918.1	5	3	22.48	218
 Ddx51 	 ATP-dependent RNA helicase DDX51 	 Q6P9R1 	34.1	125946.1	7	6	13.3	639
 Dtx3l 	 E3 ubiquitin-protein ligase DTX3L 	 Q3UIR3 	30.12	125948.8	16	8	17.38	748
 Ptgr2 	 prostaglandin reductase 2 isoform 1 	 Q8VDQ1 	20.84	126015.5	8	5	19.37	351
 Acat2 	" acetyl-CoA acetyltransferase, cytosolic "	 Q8CAY6 	31.9	126147.1	8	4	20.65	397
 Dhodh 	" dihydroorotate dehydrogenase (quinone), mitochondrial precursor "	 O35435 	18.5	126246.7	7	4	14.18	395
 Dcaf7 	 DDB1- and CUL4-associated factor 7 	 P61963 	27.15	126304.2	7	4	16.08	342
 Cirbp 	 PREDICTED: cold-inducible RNA-binding protein isoform X1 	 nan 	26.88	126312.2	7	4	30.68	176
 Tomm40 	 mitochondrial import receptor subunit TOM40 homolog 	 Q9QYA2 	15.67	126328.2	4	3	10.25	361
 Ankle2 	 ankyrin repeat and LEM domain-containing protein 2 isoform 1 	 Q6P1H6 	38.41	126394.6	9	6	10.17	964
 Sdf2l1 	 stromal cell-derived factor 2-like protein 1 precursor 	 Q9ESP1 	14.31	126571.4	9	2	19.91	221
 Snrpf 	 small nuclear ribonucleoprotein F 	 P62307 	16.44	126577	4	2	24.42	86
 Ermp1 	 endoplasmic reticulum metallopeptidase 1 	 Q3UVK0 	30.74	126605.2	5	5	6.46	898
 Ppp6r3 	 serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform 	 Q922D4 	37.36	126618.7	8	6	9.05	873
 Bcl11a 	 B-cell lymphoma/leukemia 11A isoform 4 	 Q9QYE3 	18.2	126634.9	11	7	10.3	835
 Rpe 	 ribulose-phosphate 3-epimerase isoform 1 	 Q8VEE0 	18.64	126777.1	8	2	17.02	235
 Tgtp2 	 T-cell specific GTPase 2 	 Q3T9E4 	12.16	126782.3	9	4	13.25	415
 Lrmp 	 lymphoid-restricted membrane protein isoform 1 	 Q60664 	22.92	126791.5	10	9	21.89	539
 Clptm1 	 cleft lip and palate transmembrane protein 1 homolog 	 Q8VBZ3 	35.75	126808.8	12	7	15.81	664
 Ehd1 	 EH domain-containing protein 1 	 Q9WVK4 	30.96	126865.2	7	5	16.85	534
 Dynll1 	" dynein light chain 1, cytoplasmic "	 P63168 	18.38	127095.7	6	3	49.44	89
 Kpna1 	 importin subunit alpha-5 	 Q60960 	32.28	127447.2	7	5	12.45	538
 Ncstn 	 nicastrin precursor 	 P57716 	30.13	127606.3	8	8	14.27	708
 Fnbp4 	 formin-binding protein 4 	 Q6ZQ03 	20.22	127784.8	10	5	6.13	1077
 Acp6 	 lysophosphatidic acid phosphatase type 6 precursor 	 Q8BP40 	41.4	127871.2	8	7	26.79	418
 Tubb3 	 tubulin beta-3 chain 	 Q9ERD7 	9.91	128122.4	3	2	7.56	450
 Bzw1 	 basic leucine zipper and W2 domain-containing protein 1 	 Q9CQC6 	13.62	128439.1	11	8	15.99	419
 Elac2 	 zinc phosphodiesterase ELAC protein 2 	 Q80Y81 	37.46	128464.6	9	7	13.48	831
 Nop16 	 nucleolar protein 16 	 Q9CPT5 	15.13	128634	6	4	29.78	178
 Tecr 	 very-long-chain enoyl-CoA reductase isoform 1 	 Q9CY27 	17.88	128748.8	9	5	13.96	308
 Rab27a 	 ras-related protein Rab-27A 	 Q9ERI2 	15.24	128808.4	5	4	19.46	221
 Ppp1r8 	 nuclear inhibitor of protein phosphatase 1 isoform 1 	 Q8R3G1 	24.82	128826.1	11	4	17.95	351
 Cetn2 	 centrin-2 	 Q9R1K9 	30.07	128918.8	9	5	34.3	172
 Oxsr1 	 serine/threonine-protein kinase OSR1 	 Q6P9R2 	37.15	128959.8	11	7	18.98	527
 Sec31a 	 protein transport protein Sec31A 	 Q3UPL0 	24.7	129158.9	8	8	9.11	1230
 Acot7 	 cytosolic acyl coenzyme A thioester hydrolase isoform 1 	 Q91V12 	31.8	129192.1	7	4	13.02	384
 Nosip 	 nitric oxide synthase-interacting protein isoform 1 	 Q9D6T0 	21.39	129206.9	6	5	24.25	301
 Fut8 	" alpha-(1,6)-fucosyltransferase isoform 1 "	 Q9WTS2 	23.31	129209	11	5	13.22	575
 Tmx2 	 thioredoxin-related transmembrane protein 2 isoform a precursor 	 Q9D710 	21.58	129406.8	7	5	16.27	295
 Ube4a 	 ubiquitin conjugation factor E4 A 	 E9Q735 	16.38	129433.2	7	4	5.35	1028
 Nek9 	 serine/threonine-protein kinase Nek9 	 Q8K1R7 	13.67	129609.4	5	3	6.2	984
 Spen 	 msx2-interacting protein 	 Q62504 	4.78	129821.4	8	7	2.85	3643
 Pcyt1a 	 choline-phosphate cytidylyltransferase A 	 P49586 	29.32	130003.7	7	6	20.98	367
 Gbp3 	 guanylate-binding protein 4 	 Q61107 	34.26	130029.3	9	6	12.58	620
 Nploc4 	 nuclear protein localization protein 4 homolog isoform A 	 P60670 	31.61	130040.7	6	5	11.18	608
 Ap3b1 	 AP-3 complex subunit beta-1 	 Q9Z1T1 	30.9	130137.5	9	7	7.69	1105
 Metap1 	 methionine aminopeptidase 1 	 Q8BP48 	34.13	130239.3	8	6	20.98	386
 Rnf40 	 E3 ubiquitin-protein ligase BRE1B 	 Q3U319 	34.01	130375.1	11	10	12.09	1001
 Chil3 	 chitinase-like protein 3 precursor 	 O35744 	21.32	130381.7	7	4	16.33	398
 Bag5 	 BAG family molecular chaperone regulator 5 	 Q8CI32 	35.36	130412.2	5	4	14.09	447
 Ergic1 	 endoplasmic reticulum-Golgi intermediate compartment protein 1 	 Q9DC16 	21.04	130418	8	3	16.21	290
 Mob1b 	 MOB kinase activator 1B 	 Q8BPB0 	17.28	130545.8	9	5	22.69	216
 Gm2a 	 ganglioside GM2 activator precursor 	 Q60648 	24.32	130571.2	8	4	29.53	193
 Vps28 	 vacuolar protein sorting-associated protein 28 homolog isoform 1 	 Q9D1C8 	27.29	130955.4	6	4	30.32	221
 Mydgf 	 UPF0556 protein C19orf10 homolog precursor 	 Q9CPT4 	19.15	131018.6	10	5	24.7	166
 Dars2 	" aspartate--tRNA ligase, mitochondrial precursor "	 Q8BIP0 	22.96	131114.7	6	4	9.95	653
 Aprt 	 adenine phosphoribosyltransferase 	 P08030 	32.14	131118.6	8	4	23.33	180
 Cnot8 	 CCR4-NOT transcription complex subunit 8 	 Q9D8X5 	30.47	131195.4	10	7	32.53	292
 Thyn1 	 thymocyte nuclear protein 1 isoform 1 	 Q91YJ3 	15.25	131273.9	10	5	21.68	226
 Acp1 	 low molecular weight phosphotyrosine protein phosphatase isoform 2 	 Q9D358 	18.32	131316.6	8	4	25.32	158
 Emd 	 emerin 	 O08579 	27.09	131391.2	6	5	21.62	259
 Lrba 	 lipopolysaccharide-responsive and beige-like anchor protein isoform 	 Q9ESE1 	24.84	131471.7	7	6	3.4	2854
 Smarcd1 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Q61466 	34.76	131515.8	9	5	13.79	515
 Ndufs2 	 NADH dehydrogenase 	 Q91WD5 	21.98	131594.7	6	4	11.88	463
 Trmt6 	 tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit 	 Q8CE96 	25.09	131675.7	9	6	16.7	497
 Nudcd2 	 nudC domain-containing protein 2 isoform 1 	 Q9CQ48 	31.53	131683.9	7	4	36.31	157
 Asun 	 protein asunder homolog 	 Q8QZV7 	26.21	131714.3	10	7	10.93	732
 Stk24 	 serine/threonine-protein kinase 24 	 Q99KH8 	20.36	131747.7	7	3	8.82	431
 Acad8 	" isobutyryl-CoA dehydrogenase, mitochondrial precursor "	 Q9D7B6 	22.87	131792.3	9	5	17.19	413
 Rbbp6 	 E3 ubiquitin-protein ligase RBBP6 isoform 1 	 P97868 	30.48	131815.1	10	7	5.7	1790
 Xrcc1 	 DNA repair protein XRCC1 	 Q60596 	23.01	132066.9	8	7	15.37	631
 Qdpr 	 dihydropteridine reductase 	 Q8BVI4 	25.32	132302.4	7	3	18.67	241
 Rbl1 	 retinoblastoma-like protein 1 isoform 1 	 Q64701 	12.85	132747.9	9	7	9.31	1063
 Zfp830 	 zinc finger protein 830 	 Q8R1N0 	35.97	132831.5	11	8	32.23	363
 Clec12a 	 C-type lectin domain family 12 member A 	 Q504P2 	7.75	132930	3	3	19.48	267
 Mta3 	 PREDICTED: metastasis-associated protein MTA3 isoform X8 	 nan 	9.12	132976.8	14	4	8.63	637
 Psmd10 	 26S proteasome non-ATPase regulatory subunit 10 isoform 1 	 Q9Z2X2 	11.95	133022.2	4	2	16.88	231
 Fis1 	 mitochondrial fission 1 protein isoform 1 	 Q9CQ92 	25.92	133095.1	8	4	33.55	152
 Heatr3 	 HEAT repeat-containing protein 3 	 Q8BQM4 	28.82	133373.6	7	7	12.22	679
 Vps29 	 vacuolar protein sorting-associated protein 29 	 Q9QZ88 	15.33	133436.2	8	3	16.48	182
 Ash2l 	 set1/Ash2 histone methyltransferase complex subunit ASH2 isoform a 	 Q91X20 	30.68	133519.6	10	7	15.73	623
 Ebna1bp2 	 probable rRNA-processing protein EBP2 	 Q9D903 	20.83	133529.1	7	6	15.69	306
 Lsm4 	 U6 snRNA-associated Sm-like protein LSm4 	 Q9QXA5 	19.52	133717.6	7	4	39.85	138
 Dnaja3 	" dnaJ homolog subfamily A member 3, mitochondrial isoform 2 "	 Q99M87 	42.94	133776.9	9	5	18.98	453
 Stt3b 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 	 Q3TDQ1 	17.35	134066.9	7	3	4.25	823
 Cbfb 	 core-binding factor subunit beta isoform 1 	 Q08024 	28.71	134093.6	8	6	39.04	187
 Rnaset2a 	 ribonuclease T2 precursor 	 C0HKG5 	11.52	134145.8	5	2	7.34	259
 Tfg 	 protein TFG isoform 1 	 Q9Z1A1 	31.75	134239	7	4	22.42	397
 Wdr55 	 WD repeat-containing protein 55 	 Q9CX97 	13.43	134240.6	8	4	17.53	388
 Zfp207 	 BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform 	 Q9JMD0 	13.69	135208.2	6	3	5.66	495
 Cabin1 	 calcineurin-binding protein cabin-1 	 G3X8Q1 	4.87	135222.4	9	9	5.08	2187
 Chchd3 	 MICOS complex subunit Mic19 	 Q9CRB9 	25.9	135242.2	6	4	15.42	227
 Trappc3 	 trafficking protein particle complex subunit 3 	 O55013 	25.27	135321.7	8	5	30.56	180
 Brap 	 BRCA1-associated protein isoform 1 	 Q99MP8 	5.04	135463.1	6	3	7.61	591
 Grhpr 	 glyoxylate reductase/hydroxypyruvate reductase isoform 1 	 Q91Z53 	41.48	135662.1	11	5	24.7	328
 Tax1bp1 	 tax1-binding protein 1 homolog 	 Q3UKC1 	26.32	135680.1	6	4	6.27	814
 Naga 	 alpha-N-acetylgalactosaminidase precursor 	 Q9QWR8 	20.63	135691	6	4	11.08	415
