UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD	
Q8BP27	SFR1	 swi5-dependent recombination DNA repair protein 1 homolog 	Sfr1	2246	12.33	133591.2	8	4	15.36	319	
Q6ZPL9	DDX55	 ATP-dependent RNA helicase DDX55 isoform 1 	Ddx55	2665	9.12	95490.2	5	4	10.67	600	
Q9CZU6	CISY	" citrate synthase, mitochondrial precursor "	Cs	1166	25.91	450243.4	10	4	10.56	464	
Q91VE6	MK67I	 MKI67 FHA domain-interacting nucleolar phosphoprotein 	Nifk	1177	25.68	224781.5	6	4	18.61	317	
Q810V0	MPP10	 U3 small nucleolar ribonucleoprotein protein MPP10 	Mphosph10	1736	17.61	121436.2	4	4	9.54	681	
Q3TWW8	SRSF6	 serine/arginine-rich splicing factor 6 	Srsf6	2889	7.76	171477.8	6	4	14.16	339	
Q9CXI0	COQ5	" 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial "	Coq5	1290	23.71	200253.8	6	4	17.13	327	
P59999	ARPC4	 actin-related protein 2/3 complex subunit 4 isoform 1 	Arpc4	1619	19.09	390816.1	5	4	27.38	168	
Q8BHX3	BOREA	 borealin 	Cdca8	1623	19.04	425461.7	9	4	22.15	289	
Q78IK4	MIC27	 MICOS complex subunit Mic27 isoform 1 precursor 	Apool	1797	16.98	140025.2	6	4	20.75	265	
Q9CY66	GAR1	 H/ACA ribonucleoprotein complex subunit 1 	Gar1	2078	13.86	280550.8	11	4	16.45	231	
F8WJD4	F8WJD4	 symplekin 	Sympk	1091	27.52	310845.3	11	4	4.50	1288	
Q9CQF3	CPSF5	 cleavage and polyadenylation specificity factor subunit 5 	Nudt21	1689	18.19	190718.4	6	4	24.67	227	
Q9CRB2	NHP2	 H/ACA ribonucleoprotein complex subunit 2 	Nhp2	1268	24.04	272235.6	8	4	23.53	153	
Q9D1D4	TMEDA	 transmembrane emp24 domain-containing protein 10 precursor 	Tmed10	1625	19.00	245713.2	7	4	26.94	219	
Q9D198	SYF2	 pre-mRNA-splicing factor SYF2 	Syf2	1180	25.62	222678.1	9	4	32.64	242	
Q9CZ42	NNRD	 ATP-dependent (S)-NAD(P)H-hydrate dehydratase isoform 1 	Carkd	1225	24.74	260287.7	6	4	20.82	365	
Q9D753	EXOS8	 exosome complex component RRP43 isoform 2 	Exosc8	1232	24.63	153271.0	7	4	27.90	276	
Q8VE99	CC115	 coiled-coil domain-containing protein 115 	Ccdc115	1109	27.04	90807.9	6	4	32.22	180	
Q8BN21	VRK2	 serine/threonine-protein kinase VRK2 isoform 1 	Vrk2	2124	13.45	114414.6	4	4	10.93	503	
Q8K2I4	MANBA	 beta-mannosidase precursor 	Manba	2428	10.77	179662.4	4	4	5.35	879	
Q99JR1	SFXN1	 sideroflexin-1 	Sfxn1	1487	20.80	178394.0	6	4	15.53	322	
Q8CCF0	PRP31	 U4/U6 small nuclear ribonucleoprotein Prp31 isoform 1 	Prpf31	1337	23.03	376335.5	7	4	13.43	499	
B2RSU7	B2RSU7	 GRIP and coiled-coil domain-containing protein 2 	Gcc2	3191	6.44	89177.3	5	4	3.21	1680	
Q9CS00	CATIN	 cactin 	Cactin	2463	10.46	189808.2	4	4	8.68	772	
Q99J09	MEP50	 methylosome protein 50 	Wdr77	1306	23.47	289405.4	9	4	18.42	342	
Q8CH02	SUGP1	 SURP and G-patch domain-containing protein 1 	Sugp1	1326	23.15	184031.2	6	4	8.86	643	
Q80UU9	PGRC2	 membrane-associated progesterone receptor component 2 	Pgrmc2	1718	17.80	186316.6	17	4	25.35	217	
Q8R5F7	IFIH1	 interferon-induced helicase C domain-containing protein 1 isoform 1 	Ifih1	1751	17.46	136323.1	5	4	5.66	1025	
Q9CT10	RANB3	 ran-binding protein 3 isoform 2 	Ranbp3	1361	22.56	223605.2	12	4	10.39	491	
P61963	DCAF7	 DDB1- and CUL4-associated factor 7 	Dcaf7	2461	10.48	182251.7	4	4	14.91	342	
Q9D0N7	CAF1B	 chromatin assembly factor 1 subunit B 	Chaf1b	3472	5.41	154781.3	9	4	11.01	572	
Q8VHK9	DHX36	 ATP-dependent RNA helicase DHX36 	Dhx36	1654	18.65	158030.7	5	4	4.99	1001	
Q7TNG5	EMAL2	 echinoderm microtubule-associated protein-like 2 isoform 1 	Eml2	1856	16.25	164527.5	6	4	8.08	668	
Q80YW0	CYH4	 cytohesin-4 	Cyth4	2509	10.14	166415.6	5	4	14.50	393	
Q91WC0	SETD3	 histone-lysine N-methyltransferase setd3 	Setd3	1643	18.78	124683.0	6	4	8.75	594	
Q640Q5	PAN3	 PAB-dependent poly(A)-specific ribonuclease subunit PAN3 	Pan3	2327	11.66	146178.4	4	4	7.89	837	
Q9CSH3	RRP44	 exosome complex exonuclease RRP44 	Dis3	1890	15.92	164271.8	6	4	5.43	958	
Q9CYR6	AGM1	 phosphoacetylglucosamine mutase isoform 1 	Pgm3	2423	10.85	279989.7	4	4	13.28	542	
Q6NXH3	GPBP1	 vasculin isoform 2 	Gpbp1	2263	12.14	131471.4	5	4	15.62	493	
A2ACM0	A2ACM0	 regulatory-associated protein of mTOR isoform 1 	Rptor	2732	8.57	101212.9	5	4	5.02	1335	
Q8R322	GLE1	 nucleoporin GLE1 	Gle1	2324	11.68	182579.1	4	4	7.44	699	
Q8R4X3	RBM12	 RNA-binding protein 12 	Rbm12	1429	21.53	266147.1	8	4	5.14	992	
Q9D0C4	TRM5	 tRNA (guanine(37)-N1)-methyltransferase 	Trmt5	1544	20.17	113531.5	5	4	13.37	501	
Q921L5	COG2	 conserved oligomeric Golgi complex subunit 2 	Cog2	2850	7.97	118441.6	6	4	8.76	731	
P62717	RL18A	 60S ribosomal protein L18a 	Rpl18a	1881	16.02	203968.5	6	4	25.57	176	
Q9CX86	ROA0	 heterogeneous nuclear ribonucleoprotein A0 	Hnrnpa0	617	41.52	862602.9	16	4	23.61	305	
Q6PAV2	HERC4	 probable E3 ubiquitin-protein ligase HERC4 isoform 1 	Herc4	2667	9.09	143352.9	4	4	5.49	1057	
Q9D2G2	ODO2	 dihydrolipoyllysine-residue succinyltransferase component of 	Dlst	902	32.61	242318.1	12	4	16.08	454	
Q91WG2	RABE2	 rab GTPase-binding effector protein 2 	Rabep2	2233	12.49	408282.5	5	4	9.75	554	
Q6S5J6	KRIT1	 krev interaction trapped protein 1 isoform 1 	Krit1	3420	5.58	150117.3	5	4	7.47	736	
Q9WUK2	IF4H	 eukaryotic translation initiation factor 4H isoform 1 	Eif4h	1046	28.47	585388.6	13	4	29.84	248	
Q99N96	RM01	" 39S ribosomal protein L1, mitochondrial isoform 1 "	Mrpl1	1676	18.35	166666.0	7	4	19.64	336	
Q9QWT9	KIFC1	 kinesin family member C5B 	Kifc5b	2266	12.10	129773.5	6	4	6.25	672	
Q91V61	SFXN3	 sideroflexin-3 isoform 1 	Sfxn3	935	31.49	277854.6	10	4	18.38	321	
Q91UZ5	IMPA2	 inositol monophosphatase 2 	Impa2	1907	15.61	181996.1	7	4	15.86	290	
Q9EQ06	DHB11	 estradiol 17-beta-dehydrogenase 11 precursor 	Hsd17b11	1880	16.02	141611.8	5	4	16.78	298	
Q9Z2Y8	PLPHP	 proline synthase co-transcribed bacterial homolog protein isoform a 	Prosc	1961	15.08	183862.9	6	4	17.88	274	
Q923W1	TGS1	 trimethylguanosine synthase 	Tgs1	2553	9.85	149905.5	6	4	8.32	853	
P61089	UBE2N	 ubiquitin-conjugating enzyme E2 N 	Ube2n	1118	26.80	659007.1	14	4	31.58	152	
Q923X1	AGRL4	 adhesion G protein-coupled receptor L4 precursor 	Adgrl4	1901	15.68	65823.5	4	4	9.61	739	
Q64010	CRK	 adapter molecule crk isoform 2 	Crk	1165	25.96	213027.7	6	4	21.71	304	
Q921E2	RAB31	 ras-related protein Rab-31 	Rab31	1264	24.15	126384.2	5	4	27.69	195	
Q8CII2	CD123	 cell division cycle protein 123 homolog 	Cdc123	3105	6.73	87758.7	5	4	17.26	336	
Q8CG72	ARHL2	 poly(ADP-ribose) glycohydrolase ARH3 	Adprhl2	1767	17.27	93083.0	5	4	13.78	370	
Q9ER00	STX12	 syntaxin-12 	Stx12	876	33.18	235078.1	6	4	16.79	274	
Q8R238	SDSL	 serine dehydratase-like 	Sdsl	2557	9.81	124842.5	5	4	17.02	329	
Q8CGC6	RBM28	 RNA-binding protein 28 	Rbm28	2202	12.76	110778.0	4	4	6.27	750	
Q6P9R4	ARHGI	 rho guanine nucleotide exchange factor 18 	Arhgef18	2523	10.02	126066.3	7	4	5.19	1021	
Q921I1	TRFE	 serotransferrin precursor 	Trf	2221	12.56	279773.9	10	4	7.46	697	
Q99LL5	PWP1	 periodic tryptophan protein 1 homolog 	Pwp1	1276	23.89	234306.1	9	4	13.17	501	
Q922B1	MACD1	 O-acetyl-ADP-ribose deacetylase MACROD1 	Macrod1	849	33.87	204124.9	5	4	22.91	323	
Q9QYR9	ACOT2	" acyl-coenzyme A thioesterase 2, mitochondrial precursor "	Acot2	1297	23.61	173314.5	6	4	10.82	453	
Q9DB20	ATPO	" ATP synthase subunit O, mitochondrial precursor "	Atp5o	1112	26.88	269224.4	7	4	25.35	213	
Q9CZW5	TOM70	 mitochondrial import receptor subunit TOM70 	Tomm70a	1041	28.62	188548.7	6	4	10.64	611	
Q91VC3	IF4A3	 eukaryotic initiation factor 4A-III 	Eif4a3	1926	15.41	232264.1	8	4	13.87	411	
Q99JG7	TNIP2	 TNFAIP3-interacting protein 2 	Tnip2	3946	2.50	164691.8	5	4	12.79	430	
P56959	FUS	 RNA-binding protein FUS 	Fus	1310	23.38	442454.8	10	4	13.13	518	
Q91VY9	ZN622	 zinc finger protein 622 	Zfp622	1621	19.07	156274.4	4	4	12.82	476	
Q3UIA2	RHG17	 rho GTPase-activating protein 17 isoform a 	Arhgap17	1439	21.39	191201.7	6	4	8.16	846	
Q8K4R9	DLGP5	 disks large-associated protein 5 	Dlgap5	3181	6.48	78786.6	5	4	5.82	808	
Q921T2	TOIP1	 torsin-1A-interacting protein 1 isoform 2 	Tor1aip1	1391	22.04	200151.7	7	4	10.38	520	
Q3THG9	AASD1	 alanyl-tRNA editing protein Aarsd1 	Aarsd1	1382	22.14	139823.8	5	4	18.69	412	
Q91YR5	EFNMT	 methyltransferase-like protein 13 	Mettl13	2270	12.04	131646.2	4	4	9.03	698	
Q9CQT2	RBM7	 RNA-binding protein 7 isoform 1 	Rbm7	2120	13.48	166830.5	7	4	16.60	265	
P58044	IDI1	 isopentenyl-diphosphate Delta-isomerase 1 	Idi1	1968	14.96	248832.0	7	4	18.02	283	
Q91W90	TXND5	 thioredoxin domain-containing protein 5 isoform 1 precursor 	Txndc5	920	32.00	192893.2	6	4	11.51	417	
Q8VE19	MIO	 WD repeat-containing protein mio 	Mios	2898	7.72	130251.0	4	4	6.74	875	
Q80SW1	SAHH2	 putative adenosylhomocysteinase 2 	Ahcyl1	3555	5.10	297586.2	7	4	7.17	530	
Q99L13	3HIDH	" 3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor "	Hibadh	1134	26.53	332584.4	10	4	16.42	335	
P61082	UBC12	 NEDD8-conjugating enzyme Ubc12 isoform 1 	Ube2m	2098	13.67	219425.3	7	4	25.14	183	
Q923G2	RPAB3	" DNA-directed RNA polymerases I, II, and III subunit RPABC3 "	Polr2h	1931	15.39	167215.5	7	4	27.33	150	
A0JNY3	A0JNY3	 gephyrin isoform 1 	Gphn	1273	23.99	205207.7	5	4	8.29	772	
Q8JZM7	CDC73	 parafibromin 	Cdc73	3230	6.29	125639.1	4	4	8.66	531	
Q8BL97	SRSF7	 serine/arginine-rich splicing factor 7 isoform 1 	Srsf7	1990	14.74	531978.8	25	4	21.43	238	
Q8R2K4	TAF6L	 TAF6-like RNA polymerase II p300/CBP-associated factor-associated 	Taf6l	2582	9.64	180241.8	6	4	8.51	623	
P13020	GELS	 gelsolin isoform 1 precursor 	Gsn	1719	17.79	174779.3	7	4	5.77	780	
Q91VM9	IPYR2	" inorganic pyrophosphatase 2, mitochondrial isoform 1 precursor "	Ppa2	1899	15.70	130559.6	5	4	15.15	330	
Q8R3G1	PP1R8	 nuclear inhibitor of protein phosphatase 1 isoform 1 	Ppp1r8	1010	29.54	196933.2	12	4	22.51	351	
Q8QZX2	HAUS3	 HAUS augmin-like complex subunit 3 	Haus3	3536	5.17	106848.9	5	4	9.12	570	
Q8K0V4	CNOT3	 CCR4-NOT transcription complex subunit 3 	Cnot3	2239	12.41	251195.5	11	4	6.66	751	
Q8BGQ7	SYAC	" alanine--tRNA ligase, cytoplasmic "	Aars	1269	24.03	174529.5	6	4	5.99	968	
Q8R146	APEH	 acylamino-acid-releasing enzyme 	Apeh	1618	19.09	164562.2	6	4	4.64	732	
P61161	ARP2	 actin-related protein 2 	Actr2	1078	27.79	523399.2	12	4	14.47	394	
Q8K3Z9	PO121	 nuclear envelope pore membrane protein POM 121 	Pom121	1757	17.37	150278.0	9	4	6.42	1200	
P18654	KS6A3	 ribosomal protein S6 kinase alpha-3 	Rps6ka3	1928	15.41	221907.3	8	4	7.57	740	
Q8CD92	TTC27	 tetratricopeptide repeat protein 27 	Ttc27	2436	10.73	131130.2	5	4	5.79	847	
Q91WD5	NDUS2	 NADH dehydrogenase 	Ndufs2	1998	14.70	278051.3	8	4	9.94	463	
Q924H7	WAC	 WW domain-containing adapter protein with coiled-coil isoform 1 	Wac	1568	19.79	212218.9	7	4	9.13	646	
Q8VDC0	SYLM	" probable leucine--tRNA ligase, mitochondrial "	Lars2	2725	8.64	77215.8	4	4	7.32	902	
E9QKZ2	E9QKZ2	 importin-9 	Ipo9	870	33.37	236230.5	6	4	6.35	1040	
Q3U308	CTU2	 cytoplasmic tRNA 2-thiolation protein 2 	Ctu2	843	33.99	165104.7	8	4	12.84	514	
Q8K2D3	EDC3	 enhancer of mRNA-decapping protein 3 	Edc3	1657	18.63	181137.2	10	4	10.83	508	
Q8R332	NUP58	 nucleoporin p58/p45 	Nupl1	1616	19.10	161545.5	5	4	10.39	587	
Q8BFQ8	GALD1	 Parkinson disease 7 domain-containing protein 1 precursor 	Pddc1	905	32.59	274858.8	9	4	30.45	220	
Q8CJ40	CROCC	 rootletin isoform 1 	Crocc	3342	5.89	120415.2	4	4	2.84	2009	
Q8BTV2	CPSF7	 cleavage and polyadenylation specificity factor subunit 7 isoform 1 	Cpsf7	1218	24.84	172738.6	5	4	13.59	471	
Q8BGT7	SPF30	 survival of motor neuron-related-splicing factor 30 	Smndc1	1965	15.00	344656.5	12	4	20.17	238	
Q8C0T5	SI1L1	 signal-induced proliferation-associated 1-like protein 1 isoform 1 	Sipa1l1	3005	7.23	82962.6	5	4	3.93	1782	
Q6A0A2	LAR4B	 la-related protein 4B isoform 1 	Larp4b	2110	13.55	224505.0	5	4	6.61	741	
Q8BYK6	YTHD3	 YTH domain-containing family protein 3 isoform 1 	Ythdf3	1940	15.30	120617.8	4	4	9.23	596	
Q8BZH4	POGZ	 pogo transposable element with ZNF domain isoform 1 	Pogz	1347	22.74	165981.1	4	4	4.68	1409	
Q80TA6	MTMRC	 myotubularin-related protein 12 	Mtmr12	4068	1.81	167855.3	5	4	7.10	747	
Q6ZQB6	VIP2	 inositol hexakisphosphate and diphosphoinositol-pentakisphosphate 	Ppip5k2	1107	27.10	141755.8	5	4	6.29	1129	
Q3ULJ0	GPD1L	 glycerol-3-phosphate dehydrogenase 1-like protein 	Gpd1l	2545	9.89	152045.2	4	4	13.68	351	
Q921I9	EXOS4	 exosome complex component RRP41 	Exosc4	772	35.78	109703.7	6	4	15.10	245	
B2RX14	TUT4	 terminal uridylyltransferase 4 	Zcchc11	2175	12.97	190386.3	6	4	2.80	1644	
Q4VAA2	CDV3	 protein CDV3 isoform b 	Cdv3	2493	10.26	347932.6	5	4	22.42	281	
Q6ZQF0	TOPB1	 DNA topoisomerase 2-binding protein 1 	Topbp1	2219	12.61	118945.9	6	4	4.16	1515	
Q8BRN9	C2D1B	 coiled-coil and C2 domain-containing protein 1B 	Cc2d1b	1106	27.12	126378.6	4	4	7.31	848	
Q6Y685	TACC1	 transforming acidic coiled-coil-containing protein 1 long isoform 	Tacc1	3122	6.69	153811.5	4	4	7.99	776	
Q8BJA3	HMBX1	 homeobox-containing protein 1 	Hmbox1	3470	5.42	252687.6	6	4	14.08	419	
Q60953	PML	 protein PML isoform 2 	Pml	1317	23.30	118182.9	5	4	7.12	885	
Q6ZQK0	CNDD3	 condensin-2 complex subunit D3 	Ncapd3	991	29.95	164596.7	6	4	5.18	1506	
Q8CIV8	TBCE	 tubulin-specific chaperone E 	Tbce	1647	18.73	220254.9	8	4	9.54	524	
Q8VCN9	TBCC	 tubulin-specific chaperone C 	Tbcc	1206	25.09	174726.9	7	4	19.35	341	
Q8BQ47	CNPY4	 protein canopy homolog 4 precursor 	Cnpy4	2656	9.16	102094.0	4	4	17.14	245	
Q8BGH2	SAM50	 sorting and assembly machinery component 50 homolog 	Samm50	1424	21.65	216176.9	7	4	11.51	469	
Q8BG81	PDIP3	 polymerase delta-interacting protein 3 	Poldip3	1030	28.98	272095.1	8	4	14.29	420	
Q8R016	BLMH	 bleomycin hydrolase 	Blmh	1009	29.58	317718.2	6	4	14.07	455	
Q8BGB8	COQ4	" ubiquinone biosynthesis protein COQ4 homolog, mitochondrial "	Coq4	2058	14.07	156717.7	4	4	18.05	266	
Q8BFU3	RN214	 RING finger protein 214 isoform 1 	Rnf214	2760	8.42	145823.9	7	4	9.13	668	
Q8R3Y8	I2BP1	 interferon regulatory factor 2-binding protein 1 	Irf2bp1	1363	22.54	190834.1	6	4	11.82	584	
Q8BLF1	NCEH1	 neutral cholesterol ester hydrolase 1 	Nceh1	1199	25.29	191535.7	6	4	18.87	408	
Q8C0P5	COR2A	 coronin-2A isoform 1 	Coro2a	3145	6.63	132370.7	4	4	10.13	543	
Q6PFF0	Q6PFF0	" splicing factor, arginine/serine-rich 15 "	Scaf4	1533	20.28	226298.0	9	4	5.38	1209	
P35293	RAB18	 ras-related protein Rab-18 isoform 2 precursor 	Rab18	1495	20.69	147968.8	6	4	26.21	206	
Q4KWH5	PLCH1	" 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 "	Plch1	4126	1.49	2421548.8	10	4	2.56	1682	
A2CG63	ARI4B	 AT-rich interactive domain-containing protein 4B isoform 1 	Arid4b	3777	3.94	126360.1	4	4	4.49	1314	
E9PZJ8	ASCC3	 activating signal cointegrator 1 complex subunit 3 	Ascc3	3296	6.05	201175.8	6	4	2.87	2198	
A2AKX3	SETX	 probable helicase senataxin 	Setx	2243	12.39	115488.9	5	4	2.61	2646	
Q80ZM5	Q80ZM5	" H1 histone family, member X "	H1fx	1764	17.30	157104.5	9	4	21.81	188	
Q80U70	SUZ12	 polycomb protein Suz12 isoform 1 	Suz12	2240	12.41	126932.4	4	4	5.13	741	
Q8K284	TF3C1	 general transcription factor 3C polypeptide 1 	Gtf3c1	3413	5.60	119071.5	6	4	2.48	2101	
nan		 PREDICTED: natural killer cell receptor 2B4 isoform X1 	Cd244	3793	3.86	150811.6	6	4	13.40	373	
nan		 PREDICTED: pre-B-cell leukemia transcription factor 1 isoform X2 	Pbx1	1048	28.43	90659.1	4	4	18.47	406	
nan		 PREDICTED: nicastrin isoform X1 	Ncstn	3183	6.48	181363.8	4	4	9.30	699	
nan		 PREDICTED: endophilin-B2 isoform X3 	Sh3glb2	2549	9.86	162790.1	5	4	12.53	383	
nan		 PREDICTED: hemicentin-2 isoform X5 	Hmcn2	3879	3.26	152328.7	5	4	1.77	4905	
nan		 PREDICTED: CD44 antigen isoform X1 	Cd44	1802	16.89	247912.7	6	4	8.27	738	
nan		 PREDICTED: double-stranded RNA-specific adenosine deaminase isoform 	Adar	1658	18.60	172220.3	6	4	5.01	1217	
nan		 PREDICTED: oxysterol-binding protein-related protein 9 isoform X1 	Osbpl9	3801	3.81	113960.8	4	4	6.59	759	
nan		 PREDICTED: MAP7 domain-containing protein 1 isoform X1 	Map7d1	1962	15.06	111790.1	4	4	6.52	843	
nan		 PREDICTED: putative tyrosine-protein phosphatase auxilin isoform X1 	Dnajc6	2970	7.38	193261.7	6	4	6.80	941	
nan		 PREDICTED: zinc finger CCCH-type antiviral protein 1 isoform X1 	Zc3hav1	1146	26.35	206773.8	5	4	5.92	996	
nan		 PREDICTED: serine/threonine-protein kinase PAK 1 isoform X1 	Pak1	1504	20.63	170656.7	5	4	8.33	552	
nan		 PREDICTED: stromal interaction molecule 1 isoform X2 	Stim1	1971	14.95	167822.2	4	4	6.98	716	
Q8C5W3	TBCEL	 PREDICTED: tubulin-specific chaperone cofactor E-like protein 	Tbcel	2091	13.72	138962.2	4	4	12.44	442	
nan		 PREDICTED: protein FAM65B isoform X5 	Fam65b	1711	17.90	189068.8	5	4	6.60	1045	
nan		 PREDICTED: serine/threonine-protein kinase 38 isoform X1 	Stk38	2585	9.63	166146.4	4	4	11.29	549	
Q7TNL5	Q7TNL5	 PREDICTED: serine/threonine-protein phosphatase 2A 56 kDa 	Ppp2r5d	2200	12.77	200777.4	8	4	8.24	595	
nan		 PREDICTED: eukaryotic translation initiation factor 1A isoform X1 	Eif1a	2454	10.55	184577.0	10	4	14.96	254	
Q8CBY8	DCTN4	 PREDICTED: dynactin subunit 4 isoform X1 	Dctn4	1777	17.19	169757.5	7	4	12.63	467	
nan		 PREDICTED: tight junction protein ZO-2 isoform X3 	Tjp2	2538	9.94	197315.6	5	4	5.38	1171	
nan		 PREDICTED: protein prune homolog 2 isoform X9 	Prune2	4169	1.41	997342.4	8	4	2.31	3071	
nan		 PREDICTED: ribosomal biogenesis protein LAS1L isoform X2 	Las1l	2079	13.86	119922.5	5	4	8.39	775	
nan		 PREDICTED: sp110 nuclear body protein isoform X1 	Sp110	1271	24.00	164226.5	6	4	12.92	449	
nan		 PREDICTED: R3H domain-containing protein 1 isoform X5 	R3hdm1	2375	11.29	204341.0	7	4	5.13	1091	
nan		 PREDICTED: selenocysteine lyase isoform X2 	Scly	2378	11.26	171167.1	5	4	11.72	478	
nan		 PREDICTED: myosin phosphatase Rho-interacting protein isoform X1 	Mprip	2934	7.58	98445.6	6	4	2.72	2423	
nan		 PREDICTED: RNA-binding protein Musashi homolog 2 isoform X2 	Msi2	908	32.55	561725.8	11	4	15.34	378	
A6H8H2	DEN4C	 PREDICTED: DENN domain-containing protein 4C isoform X1 	Dennd4c	2823	8.11	219621.2	7	4	1.94	1955	
nan		 PREDICTED: ADP-ribosylation factor GTPase-activating protein 1 	Arfgap1	1798	16.97	317503.0	6	4	20.27	301	
nan		 PREDICTED: leucine-rich repeat flightless-interacting protein 2 	Lrrfip2	3594	4.93	140581.8	5	4	9.49	748	
Q5SWT9	Q5SWT9	 PREDICTED: DNA-binding protein Ikaros isoform X1 	Ikzf1	2761	8.41	330998.5	9	4	8.79	535	
nan		 PREDICTED: FYN-binding protein isoform X1 	Fyb	1822	16.69	212597.8	9	4	7.65	837	
nan		 PREDICTED: tumor protein D52 isoform X4 	Tpd52	1336	23.07	354025.9	9	4	18.35	316	
nan		 PREDICTED: voltage-gated potassium channel subunit beta-2 isoform 	Kcnab2	3430	5.55	119204.7	6	4	12.32	414	
nan		 PREDICTED: RNA polymerase-associated protein LEO1 isoform X1 	Leo1	3147	6.61	217530.1	4	4	6.72	655	
Q61136	PRP4B	 PREDICTED: serine/threonine-protein kinase PRP4 homolog isoform X1 	Prpf4b	2398	11.09	149535.3	5	4	2.88	1007	
nan		 PREDICTED: dnaJ homolog subfamily C member 21 isoform X1 	Dnajc21	3459	5.47	110253.3	4	4	10.29	476	
Q3V0C5	UBP48	 PREDICTED: ubiquitin carboxyl-terminal hydrolase 48 isoform X2 	Usp48	2294	11.88	118092.5	5	4	5.41	1053	
Q5RJG1	NOL10	 nucleolar protein 10 	Nol10	3921	2.82	118161.2	7	5	8.59	687	
Q505D1	ANR28	 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat 	Ankrd28	2183	12.90	282630.6	5	5	8.17	1053	
P53569	CEBPZ	 CCAAT/enhancer-binding protein zeta 	Cebpz	1508	20.60	141248.8	6	5	7.79	1052	
O54786	DFFA	 DNA fragmentation factor subunit alpha isoform a 	Dffa	1257	24.25	167592.9	7	5	21.45	331	
Q8K019	BCLF1	 bcl-2-associated transcription factor 1 isoform 1 	Bclaf1	1142	26.38	435988.5	16	5	6.86	919	
F8VPR5	F8VPR5	 CREB-binding protein 	Crebbp	1639	18.88	215176.4	8	5	3.32	2441	
Q6PHZ2	KCC2D	 calcium/calmodulin-dependent protein kinase type II subunit delta 	Camk2d	1238	24.58	230987.4	9	5	14.26	512	
Q0P678	ZCH18	 zinc finger CCCH domain-containing protein 18 isoform a 	Zc3h18	1054	28.34	213660.8	8	5	9.88	972	
Q3U0V2	TRADD	 tumor necrosis factor receptor type 1-associated DEATH domain 	Tradd	1443	21.34	142871.6	5	5	22.26	310	
Q3B7Z2	OSBP1	 oxysterol-binding protein 1 	Osbp	1918	15.51	266120.3	7	5	10.06	805	
B1AZI6	THOC2	 THO complex subunit 2 	Thoc2	3017	7.16	62588.7	6	5	3.76	1594	
P63085	MK01	 mitogen-activated protein kinase 1 	Mapk1	1296	23.62	226584.3	6	5	20.11	358	
Q923T9	KCC2G	 calcium/calmodulin-dependent protein kinase type II subunit gamma 	Camk2g	1314	23.34	198759.0	6	5	13.33	495	
Q99KW3	TARA	 TRIO and F-actin-binding protein isoform 3 	Triobp	3741	4.20	147319.9	5	5	3.18	2014	
Q2EMV9	PAR14	 poly 	Parp14	3362	5.80	120506.0	7	5	4.35	1817	
Q3TNN6	Q3TNN6	 macrophage-capping protein 	Capg	840	34.04	293305.4	11	5	14.61	349	
Q9WVB0	RBPMS	 RNA-binding protein with multiple splicing isoform 1 	Rbpms	1077	27.82	223941.8	7	5	35.03	197	
O35326	SRSF5	 serine/arginine-rich splicing factor 5 	Srsf5	884	33.02	542766.5	11	5	19.33	269	
Q6PB44	PTN23	 tyrosine-protein phosphatase non-receptor type 23 	Ptpn23	1472	20.99	92847.1	5	5	5.50	1692	
A2AR02	PPIG	 peptidyl-prolyl cis-trans isomerase G 	Ppig	2037	14.24	160635.7	7	5	8.11	752	
Q3V1V3	ESF1	 ESF1 homolog 	Esf1	2617	9.39	125070.5	7	5	7.69	845	
E9QAP7	E9QAP7	 transcription initiation factor TFIID subunit 4 	Taf4	1365	22.49	151462.2	6	5	5.95	1042	
G5E8V9	G5E8V9	 arfaptin-1 isoform 1 	Arfip1	852	33.85	238219.0	7	5	19.57	373	
Q8BJ34	MARF1	 meiosis arrest female protein 1 	Marf1	3626	4.82	146725.0	5	5	4.95	1736	
E9Q4K7	E9Q4K7	 kinesin-like protein KIF13B 	Kif13b	1884	16.00	212279.0	10	5	3.47	1843	
F8VQ93	F8VQ93	 PH-interacting protein 	Phip	1869	16.17	222741.8	7	5	3.90	1821	
Q8VD65	PI3R4	 phosphoinositide 3-kinase regulatory subunit 4 	Pik3r4	1796	16.99	175925.2	5	5	5.60	1358	
Q9Z2D6	MECP2	 methyl-CpG-binding protein 2 isoform 1 	Mecp2	862	33.62	165672.9	7	5	18.56	501	
Q91Z40	Q91Z40	 guanylate binding protein 7 	Gbp7	745	36.80	300578.9	6	5	11.60	638	
P14576	SRP54	 signal recognition particle 54 kDa protein 	Srp54b	1292	23.69	466094.6	15	5	11.90	504	
Q61990	PCBP2	 poly(rC)-binding protein 2 isoform 3 	Pcbp2	456	48.51	966120.8	16	5	25.08	331	
Q9Z0H4	CELF2	 CUGBP Elav-like family member 2 isoform 1 	Celf2	1173	25.81	363575.3	12	5	10.08	526	
